ph,temperature,turbidity,dissolved_oxygen,ammonia,label
6.16,27.38,33.53,5.18,0.087,CATFISH
6.59,26.0,13.64,4.82,0.043,TILAPIA
7.56,23.53,30.11,4.9,0.035,ROHU
7.9,13.46,4.01,9.92,0.001,TROUT
7.84,28.88,34.73,4.64,0.043,ROHU
8.06,20.58,18.83,7.52,0.019,CARP
7.5,24.23,17.99,7.87,0.006,CARP
8.88,25.76,41.16,4.46,0.042,TILAPIA
7.53,25.66,38.51,7.52,0.042,CARP
7.58,23.97,21.12,5.42,0.016,ROHU
8.91,24.86,49.54,3.64,0.024,TILAPIA
8.46,29.59,8.03,7.26,0.015,SHRIMP
7.13,29.55,54.7,4.55,0.085,CATFISH
6.63,12.95,4.92,8.24,0.005,TROUT
8.09,25.08,8.9,7.0,0.003,SHRIMP
6.69,9.0,4.77,9.7,0.002,SALMON
7.65,24.95,40.83,5.38,0.003,ROHU
8.15,11.89,1.6,9.89,0.01,SALMON
7.82,12.67,2.2,9.25,0.001,TROUT
7.76,29.82,19.88,6.4,0.005,SHRIMP
7.76,17.74,9.27,8.87,0.007,TROUT
7.02,29.15,25.65,6.77,0.044,ROHU
7.65,10.31,2.57,9.84,0.008,SALMON
8.15,27.11,41.1,4.64,0.03,ROHU
7.01,27.57,35.46,6.19,0.035,ROHU
8.19,30.64,5.89,7.48,0.007,SHRIMP
8.37,24.44,10.83,5.96,0.003,TILAPIA
7.66,29.49,17.42,7.06,0.014,SHRIMP
7.91,18.36,35.0,4.61,0.04,CARP
8.35,12.92,3.69,8.57,0.004,SALMON
7.39,21.66,39.92,6.03,0.028,CARP
7.8,28.78,19.7,7.97,0.009,SHRIMP
7.68,28.32,15.59,5.59,0.015,SHRIMP
7.46,22.8,99.24,3.56,0.096,CATFISH
8.0,13.7,6.15,7.02,0.0,TROUT
8.57,30.38,11.86,4.08,0.024,TILAPIA
7.8,12.55,2.73,8.54,0.006,SALMON
8.42,21.77,20.47,6.41,0.021,ROHU
8.08,21.37,25.32,4.94,0.039,CARP
8.14,9.2,0.24,8.7,0.007,SALMON
7.04,22.71,41.52,2.67,0.064,CATFISH
8.19,26.16,22.78,6.74,0.009,CARP
8.39,22.32,12.48,4.65,0.036,CARP
7.78,28.71,6.51,6.24,0.007,SHRIMP
7.58,22.03,66.1,4.58,0.096,CATFISH
7.91,30.7,6.2,7.82,0.008,SHRIMP
7.55,26.98,14.68,7.6,0.016,SHRIMP
7.72,28.67,18.34,5.64,0.007,SHRIMP
6.08,24.97,69.1,4.01,0.067,CATFISH
7.72,26.97,15.64,7.14,0.006,SHRIMP
7.3,12.98,1.43,8.01,0.006,SALMON
6.94,29.42,98.01,5.01,0.079,CATFISH
7.6,15.64,3.29,9.53,0.009,TROUT
7.39,24.2,25.28,5.41,0.037,ROHU
6.37,25.82,32.46,2.68,0.005,CATFISH
7.75,26.07,17.88,5.61,0.007,SHRIMP
7.02,19.56,28.01,6.64,0.032,CARP
7.93,27.46,28.88,5.01,0.024,CARP
8.02,29.62,14.32,6.2,0.006,SHRIMP
7.82,26.09,27.39,5.73,0.038,TILAPIA
8.06,26.19,24.5,7.48,0.033,ROHU
8.47,27.27,12.56,5.39,0.02,SHRIMP
6.81,30.37,31.37,4.14,0.046,TILAPIA
7.01,20.36,35.81,5.94,0.042,ROHU
7.86,23.61,32.36,6.96,0.017,CARP
8.28,27.62,14.24,6.4,0.041,CARP
8.63,29.53,31.8,4.2,0.049,TILAPIA
7.61,9.37,0.21,10.83,0.005,SALMON
8.3,24.06,30.97,4.36,0.017,CARP
7.88,18.71,15.83,4.95,0.05,CARP
6.0,23.36,79.2,4.61,0.02,CATFISH
6.44,23.84,67.14,2.68,0.095,CATFISH
7.9,25.63,13.33,7.72,0.006,SHRIMP
7.45,16.36,0.32,8.84,0.008,TROUT
7.05,25.32,37.24,7.09,0.016,ROHU
6.74,25.1,89.33,5.75,0.094,CATFISH
8.97,30.06,43.92,3.76,0.045,TILAPIA
7.81,30.28,7.15,6.72,0.01,SHRIMP
7.75,27.84,18.79,6.17,0.001,SHRIMP
7.44,27.72,29.12,4.2,0.046,TILAPIA
6.54,12.55,0.37,9.79,0.009,SALMON
7.31,24.59,27.21,5.16,0.029,TILAPIA
8.4,24.15,12.56,6.44,0.002,TILAPIA
6.77,10.01,9.3,9.24,0.001,TROUT
7.63,23.74,37.48,5.07,0.004,CARP
7.95,15.28,1.78,9.79,0.004,TROUT
8.16,27.45,13.57,7.3,0.005,SHRIMP
7.11,27.28,38.1,6.57,0.019,CARP
7.67,24.59,19.01,5.37,0.024,CARP
7.72,12.61,4.57,9.58,0.004,SALMON
7.21,25.18,23.56,5.84,0.049,CARP
8.09,18.05,19.13,5.8,0.047,CARP
7.95,16.01,3.72,7.79,0.003,TROUT
7.6,28.43,42.26,5.89,0.047,ROHU
6.85,13.06,1.54,9.84,0.009,SALMON
6.72,10.86,4.9,8.62,0.008,TROUT
7.25,29.14,16.25,6.47,0.019,TILAPIA
8.16,28.22,14.66,5.3,0.011,SHRIMP
7.82,30.69,22.64,4.54,0.027,TILAPIA
7.07,20.56,23.63,6.13,0.021,CARP
8.23,25.66,24.89,6.69,0.006,CARP
7.78,30.0,13.03,7.49,0.02,SHRIMP
8.37,26.83,18.05,5.75,0.033,ROHU
7.9,20.81,14.52,6.01,0.005,CARP
7.79,26.33,14.26,6.29,0.014,SHRIMP
7.05,11.85,0.48,10.97,0.007,SALMON
8.32,24.34,59.17,4.64,0.092,CATFISH
7.73,25.86,16.89,6.62,0.034,CARP
7.5,14.22,7.73,7.28,0.004,TROUT
6.8,15.29,6.39,8.34,0.003,TROUT
7.72,20.02,26.42,6.39,0.001,CARP
7.81,10.6,6.39,7.19,0.009,TROUT
8.33,21.2,20.49,5.06,0.048,CARP
7.86,22.88,23.61,4.84,0.011,ROHU
7.19,11.16,7.9,7.32,0.006,TROUT
6.28,23.47,77.26,4.47,0.098,CATFISH
7.54,17.11,8.78,9.93,0.003,TROUT
7.67,10.19,4.83,8.5,0.003,SALMON
7.03,25.16,36.49,7.11,0.006,CARP
7.77,14.09,4.09,10.62,0.007,SALMON
8.46,24.74,37.67,6.31,0.005,ROHU
8.1,10.53,3.77,9.84,0.004,SALMON
8.06,27.07,30.49,5.52,0.03,CARP
7.78,26.09,42.48,6.04,0.01,ROHU
6.98,23.93,88.4,4.94,0.074,CATFISH
7.7,26.41,36.0,6.85,0.032,TILAPIA
6.92,10.61,7.85,7.12,0.001,TROUT
6.85,13.8,7.18,7.93,0.006,TROUT
8.56,29.52,42.31,5.09,0.022,TILAPIA
8.49,22.7,32.42,6.15,0.02,ROHU
6.71,29.63,31.34,5.0,0.089,CATFISH
6.81,26.16,90.73,5.91,0.01,CATFISH
7.72,29.56,6.45,7.5,0.0,SHRIMP
6.72,29.46,31.59,3.96,0.046,TILAPIA
6.61,11.08,3.69,8.61,0.009,TROUT
8.2,26.49,7.78,5.75,0.019,SHRIMP
6.53,11.66,9.3,9.38,0.003,TROUT
8.06,25.63,5.45,5.28,0.002,SHRIMP
8.17,31.76,37.03,6.26,0.005,TILAPIA
8.42,27.83,16.61,6.77,0.003,SHRIMP
8.33,27.57,38.23,5.77,0.015,CATFISH
8.38,25.87,17.65,6.83,0.017,SHRIMP
6.65,13.95,1.5,9.41,0.01,TROUT
6.23,22.69,65.8,2.63,0.043,CATFISH
8.23,24.0,39.35,5.98,0.03,CARP
6.06,23.05,95.68,5.56,0.083,CATFISH
7.93,14.7,2.84,9.0,0.008,SALMON
7.87,23.88,24.75,5.95,0.041,CARP
7.13,12.27,7.66,8.78,0.009,TROUT
8.16,10.83,1.51,8.62,0.009,SALMON
6.69,29.71,11.4,3.73,0.03,TILAPIA
8.05,25.22,23.27,5.34,0.037,CARP
8.17,14.09,4.85,8.04,0.009,SALMON
7.32,25.32,94.39,3.92,0.06,CATFISH
7.63,29.56,20.76,4.04,0.001,TILAPIA
6.14,23.42,90.87,3.75,0.043,CATFISH
8.15,26.09,38.79,5.28,0.049,CARP
8.41,25.3,17.16,5.2,0.007,SHRIMP
7.93,29.87,6.67,5.52,0.02,SHRIMP
6.63,11.16,8.47,7.61,0.007,TROUT
7.98,27.4,47.01,4.43,0.032,TILAPIA
8.33,14.65,3.3,10.16,0.005,SALMON
8.1,9.09,0.15,9.94,0.001,SALMON
7.02,10.51,0.1,9.27,0.01,TROUT
8.31,8.37,3.68,10.77,0.009,SALMON
7.85,24.53,27.96,7.41,0.013,ROHU
8.1,28.26,77.3,4.66,0.092,CATFISH
6.82,25.52,10.92,5.52,0.05,TILAPIA
8.27,19.77,15.21,7.18,0.039,CARP
8.1,28.45,5.5,5.47,0.011,SHRIMP
6.71,12.24,3.34,9.88,0.003,TROUT
7.61,24.23,86.19,3.38,0.03,CATFISH
8.48,21.69,31.89,7.36,0.017,CARP
8.49,26.98,24.58,5.55,0.002,ROHU
7.09,24.19,20.97,5.7,0.046,TILAPIA
6.94,14.17,4.05,10.2,0.007,SALMON
8.02,29.73,16.85,7.02,0.008,SHRIMP
6.78,11.71,7.86,8.03,0.004,TROUT
6.81,27.55,97.84,2.98,0.073,CATFISH
7.06,13.32,0.07,9.66,0.009,TROUT
8.44,30.8,19.49,5.47,0.007,SHRIMP
7.76,13.52,1.23,10.9,0.0,SALMON
8.44,24.24,28.24,5.65,0.039,ROHU
7.84,25.96,9.15,5.91,0.013,SHRIMP
7.31,20.88,21.65,5.39,0.014,ROHU
7.43,13.99,0.5,10.59,0.005,SALMON
6.96,10.89,2.97,10.07,0.005,SALMON
7.14,27.26,27.95,6.66,0.022,TILAPIA
7.52,26.11,29.33,7.4,0.044,ROHU
8.41,23.97,35.89,5.25,0.043,ROHU
6.68,28.62,50.9,4.33,0.077,CATFISH
7.78,10.45,4.58,9.36,0.005,SALMON
6.61,13.95,7.74,9.86,0.001,TROUT
6.96,17.87,0.31,7.96,0.005,TROUT
8.73,25.45,10.87,6.54,0.035,TILAPIA
6.84,8.29,2.95,10.01,0.008,SALMON
7.83,15.39,5.54,7.19,0.007,TROUT
6.79,28.83,76.89,4.91,0.096,CATFISH
8.31,23.7,74.15,3.21,0.086,CATFISH
7.87,29.05,8.15,5.54,0.008,SHRIMP
8.22,29.58,39.04,6.09,0.034,ROHU
6.82,26.79,40.36,2.84,0.006,CATFISH
6.98,12.99,0.6,9.21,0.008,TROUT
7.63,28.19,70.41,4.22,0.026,CATFISH
7.82,24.73,39.5,3.18,0.02,CATFISH
8.26,28.95,34.88,4.98,0.017,CATFISH
6.1,26.56,95.0,4.78,0.048,CATFISH
8.17,25.8,12.11,5.83,0.012,SHRIMP
8.41,13.85,3.04,9.62,0.007,SALMON
7.62,27.76,27.61,7.85,0.036,CARP
7.32,25.23,15.85,4.57,0.011,TILAPIA
8.22,30.33,6.65,7.31,0.002,SHRIMP
7.99,10.55,0.23,8.0,0.01,TROUT
7.33,26.03,22.01,4.66,0.003,ROHU
8.17,30.59,14.3,6.1,0.011,SHRIMP
6.83,14.38,7.08,9.97,0.006,TROUT
6.34,24.64,80.08,4.06,0.032,CATFISH
8.28,28.12,8.77,6.97,0.018,SHRIMP
6.43,29.82,36.0,5.09,0.04,CATFISH
8.76,27.17,21.5,6.77,0.044,TILAPIA
8.13,26.73,34.4,4.1,0.063,CATFISH
8.01,13.37,1.2,9.17,0.008,SALMON
7.73,28.84,26.95,5.95,0.032,ROHU
6.7,11.89,1.53,8.79,0.002,SALMON
6.89,13.13,1.73,10.98,0.008,SALMON
7.19,18.37,14.58,5.19,0.032,CARP
7.77,24.69,95.09,4.64,0.037,CATFISH
7.48,14.28,0.05,9.46,0.008,SALMON
7.65,18.99,12.56,4.95,0.028,CARP
6.93,11.51,1.09,10.57,0.006,SALMON
8.3,27.27,61.91,5.74,0.09,CATFISH
7.59,13.83,8.49,9.38,0.003,TROUT
7.9,8.34,0.59,10.54,0.0,SALMON
8.34,27.96,20.32,6.25,0.043,CARP
6.79,14.92,4.46,8.24,0.001,TROUT
7.36,29.18,24.64,4.54,0.014,TILAPIA
7.76,26.95,16.95,7.61,0.007,SHRIMP
7.95,18.16,16.82,5.14,0.02,CARP
7.03,12.77,2.31,8.8,0.001,SALMON
7.75,23.94,69.59,3.93,0.036,CATFISH
8.27,24.08,54.36,5.28,0.074,CATFISH
8.04,24.4,48.5,5.12,0.047,CATFISH
7.98,9.54,0.5,8.86,0.0,SALMON
7.65,29.34,8.52,7.98,0.011,SHRIMP
7.66,13.28,6.07,9.85,0.005,TROUT
6.95,15.72,0.99,9.68,0.002,TROUT
6.92,29.24,38.43,6.59,0.012,TILAPIA
8.23,24.91,39.92,4.7,0.05,TILAPIA
7.56,11.9,3.21,10.2,0.001,SALMON
6.64,12.44,2.79,9.02,0.008,SALMON
7.05,29.39,42.22,6.55,0.002,ROHU
8.95,31.25,48.58,6.98,0.003,TILAPIA
7.97,18.17,10.26,4.45,0.038,CARP
7.11,20.21,30.82,6.36,0.015,ROHU
7.79,11.12,0.1,9.25,0.002,SALMON
7.77,27.9,16.1,4.41,0.048,TILAPIA
6.93,27.42,76.63,3.94,0.097,CATFISH
7.81,13.49,7.47,9.79,0.007,TROUT
6.6,17.66,9.92,9.08,0.003,TROUT
7.08,26.94,41.9,3.86,0.059,CATFISH
8.07,27.27,18.27,5.83,0.0,SHRIMP
8.19,18.65,16.76,5.02,0.032,CARP
7.3,22.5,30.56,7.14,0.006,CARP
7.01,27.24,34.83,5.91,0.007,ROHU
6.99,11.85,3.03,8.45,0.008,SALMON
6.64,14.93,4.29,9.52,0.007,SALMON
7.47,14.78,2.67,8.22,0.004,TROUT
7.55,10.77,4.84,9.25,0.008,SALMON
7.53,17.55,8.92,9.52,0.004,TROUT
8.19,26.19,37.54,5.28,0.033,CATFISH
7.68,26.07,18.0,6.56,0.028,CARP
7.98,27.35,5.93,5.68,0.01,SHRIMP
7.71,22.22,27.55,4.67,0.044,ROHU
7.69,28.19,17.31,7.47,0.014,SHRIMP
8.26,23.06,16.64,7.25,0.014,CARP
8.08,24.99,68.41,3.48,0.084,CATFISH
7.62,28.78,9.73,5.99,0.012,SHRIMP
6.97,16.2,0.65,8.54,0.001,TROUT
8.26,19.29,31.41,6.02,0.037,CARP
7.81,15.87,8.93,9.79,0.004,TROUT
7.36,30.96,23.5,6.94,0.03,TILAPIA
7.86,25.42,17.71,4.06,0.037,CARP
8.12,31.36,10.69,6.97,0.027,TILAPIA
7.51,20.56,11.43,4.7,0.022,CARP
7.35,12.93,3.21,9.48,0.008,SALMON
7.58,25.93,29.25,7.66,0.041,CARP
7.52,30.69,15.95,5.46,0.009,SHRIMP
8.24,20.12,39.06,4.74,0.035,CARP
7.73,27.02,12.81,5.57,0.017,SHRIMP
8.49,26.65,6.08,6.62,0.006,SHRIMP
7.38,25.99,48.71,4.06,0.028,TILAPIA
7.78,24.72,18.02,6.52,0.036,ROHU
8.14,26.79,15.24,5.81,0.044,CARP
6.55,8.82,0.05,10.86,0.003,SALMON
6.83,14.05,1.58,8.12,0.002,SALMON
6.99,10.66,0.32,9.29,0.001,TROUT
7.96,30.89,5.83,6.41,0.006,SHRIMP
8.41,22.82,35.45,7.2,0.029,CARP
7.24,13.33,4.47,8.39,0.01,TROUT
8.23,25.62,29.37,4.1,0.046,CARP
7.33,29.17,54.15,3.02,0.019,CATFISH
6.1,28.25,85.34,4.96,0.09,CATFISH
7.62,24.52,32.3,5.47,0.009,ROHU
8.41,26.78,13.69,5.39,0.039,TILAPIA
6.11,28.52,99.4,4.4,0.07,CATFISH
7.04,27.85,36.64,6.56,0.006,ROHU
7.98,26.87,15.41,5.41,0.007,SHRIMP
6.58,10.47,5.69,7.96,0.006,TROUT
8.28,25.95,15.18,7.22,0.049,ROHU
6.53,11.21,3.27,10.38,0.004,SALMON
7.76,25.13,13.55,4.76,0.0,TILAPIA
7.27,10.06,2.43,10.19,0.0,SALMON
7.27,22.72,19.68,4.36,0.019,CARP
6.61,16.69,9.53,7.89,0.005,TROUT
8.26,20.32,27.33,7.21,0.018,CARP
6.9,8.37,3.22,8.57,0.004,SALMON
8.51,30.72,10.18,5.65,0.02,TILAPIA
8.34,21.97,21.48,7.24,0.0,CARP
6.04,24.68,95.8,3.13,0.024,CATFISH
6.55,12.44,0.1,7.5,0.007,TROUT
7.46,11.3,6.15,8.07,0.008,TROUT
7.59,16.12,3.15,9.98,0.001,TROUT
8.47,26.35,9.17,6.73,0.016,SHRIMP
8.02,23.12,25.55,7.34,0.031,ROHU
7.48,21.54,24.98,7.38,0.038,CARP
7.78,17.75,6.94,7.7,0.003,TROUT
7.05,11.19,3.21,9.05,0.008,TROUT
8.35,21.61,26.49,5.18,0.0,CARP
7.85,27.12,38.1,5.31,0.004,ROHU
7.03,8.88,3.97,10.85,0.002,SALMON
7.74,18.11,27.76,5.3,0.027,CARP
8.05,14.03,2.83,9.81,0.007,SALMON
7.88,9.37,2.34,9.3,0.005,SALMON
7.18,12.64,3.53,9.89,0.004,SALMON
7.42,11.48,0.6,7.06,0.003,TROUT
7.17,25.78,25.62,7.24,0.04,CARP
7.75,20.28,30.71,6.53,0.012,ROHU
7.59,29.13,43.74,5.43,0.037,TILAPIA
7.94,28.22,24.13,7.13,0.043,ROHU
8.97,31.73,34.94,5.01,0.038,TILAPIA
7.53,27.67,43.5,7.19,0.004,ROHU
7.85,12.1,3.83,10.64,0.008,SALMON
7.37,29.43,27.69,4.8,0.042,ROHU
7.75,27.85,31.6,7.07,0.005,ROHU
7.8,24.33,28.53,5.74,0.009,ROHU
7.64,23.84,48.91,2.85,0.041,CATFISH
7.22,28.35,40.58,4.83,0.013,ROHU
7.81,29.43,15.27,6.26,0.017,SHRIMP
6.56,31.43,24.15,5.6,0.009,TILAPIA
6.57,13.37,2.71,9.16,0.001,TROUT
8.45,18.4,15.1,4.21,0.025,CARP
7.67,15.69,5.51,9.67,0.003,TROUT
8.74,25.4,30.14,4.46,0.017,TILAPIA
7.57,25.56,24.22,4.59,0.047,TILAPIA
7.53,22.01,48.75,6.0,0.097,CATFISH
6.68,12.53,6.17,9.0,0.004,TROUT
8.44,26.32,75.14,2.79,0.061,CATFISH
6.38,24.13,99.78,5.39,0.044,CATFISH
7.19,20.29,38.17,6.14,0.0,ROHU
7.44,21.21,36.27,6.51,0.048,CARP
8.17,22.57,37.55,3.3,0.092,CATFISH
7.98,26.43,39.73,2.96,0.013,CATFISH
7.21,26.09,35.34,4.42,0.045,CARP
7.78,11.59,3.24,9.21,0.006,SALMON
7.67,26.12,15.45,5.1,0.004,CARP
8.22,27.6,18.54,5.43,0.006,SHRIMP
7.34,25.5,34.44,3.99,0.085,CATFISH
8.12,24.18,61.27,3.04,0.065,CATFISH
7.92,26.53,42.28,5.93,0.023,TILAPIA
8.02,29.31,6.52,5.44,0.001,SHRIMP
6.79,26.42,67.81,2.92,0.001,CATFISH
6.55,13.2,3.9,7.72,0.002,TROUT
7.54,14.82,4.23,10.21,0.006,SALMON
8.18,27.3,7.26,5.58,0.002,SHRIMP
7.67,13.46,1.12,9.21,0.009,SALMON
8.21,22.55,34.95,4.67,0.048,ROHU
6.93,26.79,36.78,3.7,0.035,TILAPIA
7.39,26.68,25.8,5.68,0.037,ROHU
7.13,23.68,37.15,7.39,0.039,ROHU
8.01,28.14,58.37,2.64,0.019,CATFISH
7.33,21.08,15.22,5.36,0.018,ROHU
7.22,21.45,39.85,7.5,0.034,CARP
7.54,25.27,5.46,5.45,0.002,SHRIMP
7.54,11.52,1.72,10.0,0.004,SALMON
7.81,27.47,46.23,5.72,0.027,CATFISH
7.06,24.57,16.68,6.73,0.038,CARP
8.05,29.98,15.85,6.06,0.002,SHRIMP
7.02,22.97,37.78,5.09,0.013,CARP
7.66,13.48,8.34,7.52,0.004,TROUT
6.91,10.91,1.3,8.5,0.004,TROUT
8.03,24.5,24.69,5.8,0.047,ROHU
7.8,24.28,36.55,5.14,0.094,CATFISH
8.91,31.6,30.92,4.18,0.007,TILAPIA
7.91,26.51,40.83,5.83,0.018,ROHU
7.2,11.91,0.83,9.54,0.006,TROUT
7.08,9.01,1.96,9.87,0.007,SALMON
7.3,26.59,28.03,6.0,0.039,ROHU
7.67,25.97,26.37,3.58,0.014,TILAPIA
7.77,31.21,11.95,4.03,0.011,TILAPIA
8.23,22.37,21.4,6.49,0.03,ROHU
7.27,27.46,38.26,4.31,0.012,CARP
7.57,27.54,30.34,4.84,0.025,TILAPIA
8.09,19.1,31.54,4.27,0.025,CARP
7.2,23.82,29.86,4.04,0.004,CARP
6.82,8.28,3.83,8.51,0.0,SALMON
7.79,16.02,6.76,8.27,0.0,TROUT
7.13,11.32,2.58,10.27,0.004,SALMON
7.03,28.1,68.92,5.4,0.005,CATFISH
8.23,26.19,14.21,5.05,0.049,CARP
7.48,10.28,4.17,9.77,0.007,SALMON
7.12,23.79,17.22,7.97,0.026,CARP
8.33,30.65,13.22,6.16,0.013,SHRIMP
8.15,26.94,26.12,5.91,0.026,ROHU
6.93,22.64,86.55,5.91,0.058,CATFISH
7.03,28.24,39.84,5.13,0.024,TILAPIA
6.73,17.19,8.64,9.5,0.008,TROUT
7.34,16.23,8.54,7.52,0.003,TROUT
7.35,26.66,27.3,6.44,0.03,CARP
6.78,13.59,3.14,9.43,0.003,TROUT
8.01,25.69,16.89,5.91,0.018,SHRIMP
8.2,18.56,19.96,7.12,0.026,CARP
6.7,27.83,26.76,5.36,0.018,TILAPIA
8.26,22.99,17.02,6.0,0.044,ROHU
7.4,10.82,0.24,10.61,0.008,SALMON
6.89,9.05,2.4,8.28,0.004,SALMON
7.05,22.83,54.03,3.96,0.018,CATFISH
8.41,11.24,3.12,10.76,0.004,SALMON
6.76,10.89,3.54,9.46,0.003,SALMON
7.84,10.7,4.59,9.94,0.0,SALMON
7.93,23.95,35.23,3.71,0.056,CATFISH
7.26,22.46,28.11,6.5,0.008,ROHU
7.11,12.91,7.28,7.85,0.004,TROUT
7.6,17.46,5.98,7.41,0.007,TROUT
7.99,24.66,45.71,4.52,0.099,CATFISH
8.32,25.09,6.64,7.42,0.006,SHRIMP
7.44,27.58,17.51,6.09,0.017,CARP
7.89,15.66,7.7,7.02,0.008,TROUT
7.05,24.63,37.47,3.12,0.043,TILAPIA
8.06,25.82,15.13,5.57,0.003,SHRIMP
8.2,23.01,92.64,3.57,0.077,CATFISH
8.34,22.95,79.14,4.37,0.055,CATFISH
7.38,17.62,4.53,9.8,0.01,TROUT
7.65,26.06,32.46,5.27,0.041,CARP
8.28,28.23,8.08,6.37,0.013,SHRIMP
7.35,13.52,0.53,9.74,0.0,SALMON
8.46,27.35,29.39,6.34,0.018,CARP
8.03,25.37,15.11,6.54,0.008,SHRIMP
7.44,28.84,20.21,5.16,0.01,ROHU
8.25,31.05,46.55,6.71,0.024,TILAPIA
7.46,23.07,17.02,5.52,0.015,ROHU
6.89,29.8,15.2,4.98,0.037,TILAPIA
6.89,26.26,63.99,5.49,0.014,CATFISH
8.22,25.18,78.92,4.27,0.079,CATFISH
6.67,13.0,4.81,7.26,0.008,TROUT
7.6,25.69,67.56,3.21,0.007,CATFISH
7.93,25.32,9.18,6.28,0.015,SHRIMP
7.85,8.44,0.23,10.44,0.0,SALMON
7.85,28.22,41.51,3.43,0.051,CATFISH
7.57,28.02,5.68,7.72,0.013,SHRIMP
7.17,18.55,24.37,7.14,0.009,CARP
8.99,24.9,49.77,6.6,0.045,TILAPIA
7.11,24.95,28.41,4.61,0.034,TILAPIA
8.47,24.89,23.55,7.97,0.014,CARP
6.98,25.49,17.54,5.44,0.015,TILAPIA
8.4,26.94,17.97,7.86,0.006,SHRIMP
8.06,14.0,4.8,9.26,0.006,SALMON
8.99,24.54,45.72,3.3,0.002,TILAPIA
7.23,9.26,4.92,10.41,0.01,SALMON
8.1,30.75,17.14,7.82,0.006,SHRIMP
8.24,12.06,4.01,10.92,0.008,SALMON
7.67,13.11,2.76,8.44,0.003,TROUT
6.99,17.0,0.51,7.15,0.006,TROUT
7.22,23.34,92.23,4.59,0.075,CATFISH
7.18,29.52,38.34,6.98,0.009,ROHU
7.43,28.07,53.02,3.39,0.084,CATFISH
7.63,18.41,15.37,7.43,0.006,CARP
6.64,15.32,1.77,8.22,0.006,TROUT
7.07,16.75,3.09,8.97,0.008,TROUT
7.74,31.95,39.72,5.73,0.04,TILAPIA
8.25,20.95,41.5,6.97,0.028,ROHU
6.73,24.65,41.64,5.94,0.012,CATFISH
8.23,22.34,32.3,4.43,0.021,CARP
8.47,28.68,6.12,6.58,0.018,SHRIMP
7.43,26.69,24.49,5.32,0.038,CARP
7.56,30.27,13.47,5.59,0.006,SHRIMP
7.5,17.66,0.21,9.79,0.001,TROUT
8.24,20.29,30.86,5.0,0.011,CARP
7.16,19.97,27.0,6.83,0.037,CARP
7.89,27.38,18.4,7.32,0.01,SHRIMP
8.93,27.15,40.3,3.44,0.043,TILAPIA
6.14,23.01,32.75,5.01,0.048,CATFISH
8.35,29.82,17.14,7.67,0.017,SHRIMP
7.35,27.9,25.91,4.05,0.002,CARP
7.71,29.64,14.74,6.95,0.019,SHRIMP
7.41,28.77,25.3,3.83,0.031,TILAPIA
7.15,30.68,39.13,5.49,0.045,TILAPIA
6.63,25.15,30.16,6.57,0.033,TILAPIA
7.36,26.48,13.26,7.7,0.019,CARP
8.46,31.13,32.18,6.39,0.033,TILAPIA
7.12,24.28,56.87,4.13,0.06,CATFISH
8.12,14.76,1.63,10.99,0.003,SALMON
6.05,28.49,65.82,4.67,0.068,CATFISH
8.1,28.62,16.12,6.23,0.046,ROHU
7.75,26.24,10.38,7.46,0.002,CARP
7.64,28.24,28.95,6.97,0.024,ROHU
7.24,10.67,0.37,8.86,0.001,TROUT
7.67,26.98,25.55,7.9,0.04,CARP
7.33,25.14,23.73,4.74,0.034,ROHU
7.2,28.96,43.73,5.85,0.074,CATFISH
7.42,8.19,2.08,10.73,0.005,SALMON
7.31,24.48,98.9,2.51,0.006,CATFISH
7.36,15.96,2.51,8.57,0.003,TROUT
8.19,25.78,13.05,5.4,0.013,SHRIMP
8.41,26.0,20.46,5.95,0.033,ROHU
7.66,25.81,53.43,5.71,0.098,CATFISH
8.09,8.64,1.23,9.39,0.004,SALMON
7.91,24.7,15.27,3.21,0.048,TILAPIA
6.68,27.32,68.35,2.84,0.044,CATFISH
7.11,12.97,6.5,8.85,0.002,TROUT
7.91,27.02,15.13,4.59,0.031,ROHU
7.41,22.63,39.45,5.5,0.042,ROHU
6.76,10.37,7.41,7.38,0.007,TROUT
7.06,13.77,0.24,9.93,0.008,TROUT
8.36,8.68,4.76,10.01,0.009,SALMON
6.81,25.58,93.8,3.49,0.084,CATFISH
7.23,10.51,8.64,8.43,0.009,TROUT
8.24,28.17,10.96,7.3,0.005,SHRIMP
7.06,10.53,4.84,9.07,0.006,SALMON
7.16,12.98,4.96,9.34,0.003,TROUT
6.96,12.42,3.93,9.21,0.002,SALMON
7.57,22.1,29.38,4.34,0.041,CARP
7.23,20.7,28.25,6.9,0.032,CARP
7.51,29.81,54.75,4.83,0.092,CATFISH
8.49,22.31,43.7,5.33,0.083,CATFISH
7.42,12.84,0.07,8.57,0.004,SALMON
7.84,19.64,32.08,5.18,0.011,CARP
8.24,27.65,10.9,5.5,0.002,SHRIMP
7.77,17.74,0.22,7.32,0.003,TROUT
8.23,19.41,31.32,7.3,0.044,CARP
7.05,26.04,38.71,4.17,0.014,CARP
6.97,8.6,3.28,8.52,0.009,SALMON
7.98,19.11,12.69,6.28,0.02,CARP
7.99,28.6,17.64,6.0,0.004,SHRIMP
8.24,10.73,2.89,8.86,0.008,SALMON
7.57,13.74,6.29,7.21,0.005,TROUT
7.97,27.56,19.14,7.38,0.036,CARP
7.57,13.84,6.87,9.8,0.004,TROUT
